ParkName;Date;RecreationVisits
Big Bend NP;01/04/2019;49312
Big Bend NP;01/05/2019;37411
Big Bend NP;01/06/2019;21228
Big Bend NP;01/07/2019;21747
Big Bend NP;01/08/2019;17238
Big Bend NP;01/09/2019;21246
Big Bend NP;01/10/2019;42724
Big Bend NP;01/11/2019;50688
Big Bend NP;01/12/2019;45965
Biscayne NP;01/01/1979;10216
Biscayne NP;01/02/1979;13979
Biscayne NP;01/03/1979;17010
Biscayne NP;01/04/1979;19773
Biscayne NP;01/05/1979;23505
Biscayne NP;01/06/1979;19107
Biscayne NP;01/07/1979;22740
Biscayne NP;01/08/1979;21110
Biscayne NP;01/09/1979;10129
Biscayne NP;01/10/1979;13936
Biscayne NP;01/11/1979;13029
Biscayne NP;01/12/1979;18404
Biscayne NP;01/01/1980;23008
Biscayne NP;01/02/1980;16373
Biscayne NP;01/03/1980;17582
Biscayne NP;01/04/1980;22600
Biscayne NP;01/05/1980;24102
Biscayne NP;01/06/1980;25117
Biscayne NP;01/07/1980;27412
Biscayne NP;01/08/1980;26232
Biscayne NP;01/09/1980;17871
Biscayne NP;01/10/1980;17835
Biscayne NP;01/11/1980;17704
Biscayne NP;01/12/1980;12235
Biscayne NP;01/01/1981;15537
Biscayne NP;01/02/1981;19828
Biscayne NP;01/03/1981;22080
Biscayne NP;01/04/1981;25652
Biscayne NP;01/05/1981;35701
Biscayne NP;01/06/1981;23785
Biscayne NP;01/07/1981;33116
Biscayne NP;01/08/1981;25406
Biscayne NP;01/09/1981;21930
Biscayne NP;01/10/1981;43507
Biscayne NP;01/11/1981;20575
Biscayne NP;01/12/1981;18385
Biscayne NP;01/01/1982;24660
Biscayne NP;01/02/1982;26793
Biscayne NP;01/03/1982;31776
Biscayne NP;01/04/1982;23629
Biscayne NP;01/05/1982;28506
Biscayne NP;01/06/1982;26400
Biscayne NP;01/07/1982;40160
Biscayne NP;01/08/1982;34391
Biscayne NP;01/09/1982;25345
Biscayne NP;01/10/1982;42272
Biscayne NP;01/11/1982;23722
Biscayne NP;01/12/1982;20565
Biscayne NP;01/01/1983;33905
Biscayne NP;01/02/1983;22953
Biscayne NP;01/03/1983;25847
Biscayne NP;01/04/1983;25100
Biscayne NP;01/05/1983;43194
Biscayne NP;01/06/1983;24855
Biscayne NP;01/07/1983;41397
Biscayne NP;01/08/1983;31134
Biscayne NP;01/09/1983;25408
Biscayne NP;01/10/1983;53027
Biscayne NP;01/11/1983;21299
Biscayne NP;01/12/1983;20963
Biscayne NP;01/01/1984;24320
Biscayne NP;01/02/1984;30555
Biscayne NP;01/03/1984;29163
Biscayne NP;01/04/1984;32301
Biscayne NP;01/05/1984;27000
Biscayne NP;01/06/1984;32917
Biscayne NP;01/07/1984;38562
Biscayne NP;01/08/1984;35796
Biscayne NP;01/09/1984;17334
Biscayne NP;01/10/1984;23708
Biscayne NP;01/11/1984;17771
Biscayne NP;01/12/1984;31140
Biscayne NP;01/01/1985;29720
Biscayne NP;01/02/1985;38576
Biscayne NP;01/03/1985;45180
Biscayne NP;01/04/1985;31041
Biscayne NP;01/05/1985;27010
Biscayne NP;01/06/1985;51590
Biscayne NP;01/07/1985;45832
Biscayne NP;01/08/1985;62631
Biscayne NP;01/09/1985;28401
Biscayne NP;01/10/1985;32555
Biscayne NP;01/11/1985;34975
Biscayne NP;01/12/1985;33410
Biscayne NP;01/01/1986;42296
Biscayne NP;01/02/1986;52899
Biscayne NP;01/03/1986;29313
Biscayne NP;01/04/1986;56388
Biscayne NP;01/05/1986;55633
Biscayne NP;01/06/1986;48757
Biscayne NP;01/07/1986;62417
Biscayne NP;01/08/1986;65565
Biscayne NP;01/09/1986;48055
Biscayne NP;01/10/1986;44956
Biscayne NP;01/11/1986;38358
Biscayne NP;01/12/1986;33376
Biscayne NP;01/01/1987;50378
Biscayne NP;01/02/1987;49714
Biscayne NP;01/03/1987;54307
Biscayne NP;01/04/1987;58247
Biscayne NP;01/05/1987;55346
Biscayne NP;01/06/1987;59204
Biscayne NP;01/07/1987;63423
Biscayne NP;01/08/1987;70386
Biscayne NP;01/09/1987;50528
Biscayne NP;01/10/1987;33514
Biscayne NP;01/11/1987;23074
Biscayne NP;01/12/1987;39847
Biscayne NP;01/01/1988;44482
Biscayne NP;01/02/1988;41064
Biscayne NP;01/03/1988;41007
Biscayne NP;01/04/1988;55793
Biscayne NP;01/05/1988;45276
Biscayne NP;01/06/1988;46593
Biscayne NP;01/07/1988;63924
Biscayne NP;01/08/1988;38451
Biscayne NP;01/09/1988;39186
Biscayne NP;01/10/1988;38337
Biscayne NP;01/11/1988;32960
Biscayne NP;01/12/1988;43963
Biscayne NP;01/01/1989;58478
Biscayne NP;01/02/1989;47583
Biscayne NP;01/03/1989;63844
Biscayne NP;01/04/1989;52367
Biscayne NP;01/05/1989;55213
Biscayne NP;01/06/1989;42573
Biscayne NP;01/07/1989;60472
Biscayne NP;01/08/1989;41571
Biscayne NP;01/09/1989;45275
Biscayne NP;01/10/1989;39463
Biscayne NP;01/11/1989;36633
Biscayne NP;01/12/1989;46485
Biscayne NP;01/01/1990;59120
Biscayne NP;01/02/1990;52818
Biscayne NP;01/03/1990;54672
Biscayne NP;01/04/1990;49205
Biscayne NP;01/05/1990;45930
Biscayne NP;01/06/1990;43176
Biscayne NP;01/07/1990;47647
Biscayne NP;01/08/1990;43951
Biscayne NP;01/09/1990;49400
Biscayne NP;01/10/1990;45381
Biscayne NP;01/11/1990;43920
Biscayne NP;01/12/1990;38156
Biscayne NP;01/01/1991;40727
Biscayne NP;01/02/1991;38016
Biscayne NP;01/03/1991;44630
Biscayne NP;01/04/1991;54609
Biscayne NP;01/05/1991;48719
Biscayne NP;01/06/1991;49489
Biscayne NP;01/07/1991;41968
Biscayne NP;01/08/1991;47994
Biscayne NP;01/09/1991;36990
Biscayne NP;01/10/1991;25012
Biscayne NP;01/11/1991;26657
Biscayne NP;01/12/1991;33323
Biscayne NP;01/01/1992;32132
Biscayne NP;01/02/1992;33063
Biscayne NP;01/03/1992;45657
Biscayne NP;01/04/1992;36686
Biscayne NP;01/05/1992;61321
Biscayne NP;01/06/1992;38124
Biscayne NP;01/07/1992;60529
Biscayne NP;01/08/1992;0
Biscayne NP;01/09/1992;0
Biscayne NP;01/10/1992;0
Biscayne NP;01/11/1992;0
Biscayne NP;01/12/1992;0
Biscayne NP;01/01/1993;1836
Biscayne NP;01/02/1993;2387
Biscayne NP;01/03/1993;2861
Biscayne NP;01/04/1993;1912
Biscayne NP;01/05/1993;2138
Biscayne NP;01/06/1993;1139
Biscayne NP;01/07/1993;1683
Biscayne NP;01/08/1993;1844
Biscayne NP;01/09/1993;974
Biscayne NP;01/10/1993;815
Biscayne NP;01/11/1993;1184
Biscayne NP;01/12/1993;1177
Biscayne NP;01/01/1994;2312
Biscayne NP;01/02/1994;3382
Biscayne NP;01/03/1994;3367
Biscayne NP;01/04/1994;1910
Biscayne NP;01/05/1994;1917
Biscayne NP;01/06/1994;1663
Biscayne NP;01/07/1994;1916
Biscayne NP;01/08/1994;1582
Biscayne NP;01/09/1994;1309
Biscayne NP;01/10/1994;1490
Biscayne NP;01/11/1994;1336
Biscayne NP;01/12/1994;2963
Biscayne NP;01/01/1995;33090
Biscayne NP;01/02/1995;38887
Biscayne NP;01/03/1995;49164
Biscayne NP;01/04/1995;65177
Biscayne NP;01/05/1995;68812
Biscayne NP;01/06/1995;52711
Biscayne NP;01/07/1995;71376
Biscayne NP;01/08/1995;67551
Biscayne NP;01/09/1995;47644
Biscayne NP;01/10/1995;42368
Biscayne NP;01/11/1995;24827
Biscayne NP;01/12/1995;22912
Biscayne NP;01/01/1996;15559
Biscayne NP;01/02/1996;33944
Biscayne NP;01/03/1996;29533
Biscayne NP;01/04/1996;34283
Biscayne NP;01/05/1996;39794
Biscayne NP;01/06/1996;34949
Biscayne NP;01/07/1996;46604
Biscayne NP;01/08/1996;31433
Biscayne NP;01/09/1996;25064
Biscayne NP;01/10/1996;12277
Biscayne NP;01/11/1996;11521
Biscayne NP;01/12/1996;23642
Biscayne NP;01/01/1997;21775
Biscayne NP;01/02/1997;24820
Biscayne NP;01/03/1997;34216
Biscayne NP;01/04/1997;26050
Biscayne NP;01/05/1997;42226
Biscayne NP;01/06/1997;38758
Biscayne NP;01/07/1997;56364
Biscayne NP;01/08/1997;45815
Biscayne NP;01/09/1997;23609
Biscayne NP;01/10/1997;42822
Biscayne NP;01/11/1997;18691
Biscayne NP;01/12/1997;16923
Biscayne NP;01/01/1998;24132
Biscayne NP;01/02/1998;18346
Biscayne NP;01/03/1998;19583
Biscayne NP;01/04/1998;27942
Biscayne NP;01/05/1998;62611
Biscayne NP;01/06/1998;48151
Biscayne NP;01/07/1998;54320
Biscayne NP;01/08/1998;46566
Biscayne NP;01/09/1998;22452
Biscayne NP;01/10/1998;32108
Biscayne NP;01/11/1998;28511
Biscayne NP;01/12/1998;18517
Biscayne NP;01/01/1999;26888
Biscayne NP;01/02/1999;34378
Biscayne NP;01/03/1999;39948
Biscayne NP;01/04/1999;46913
Biscayne NP;01/05/1999;42804
Biscayne NP;01/06/1999;31061
Biscayne NP;01/07/1999;70367
Biscayne NP;01/08/1999;46261
Biscayne NP;01/09/1999;31701
Biscayne NP;01/10/1999;37633
Biscayne NP;01/11/1999;14590
Biscayne NP;01/12/1999;20041
Biscayne NP;01/01/2000;26450
Biscayne NP;01/02/2000;26634
Biscayne NP;01/03/2000;39703
Biscayne NP;01/04/2000;36771
Biscayne NP;01/05/2000;45631
Biscayne NP;01/06/2000;32702
Biscayne NP;01/07/2000;44738
Biscayne NP;01/08/2000;32282
Biscayne NP;01/09/2000;32001
Biscayne NP;01/10/2000;31078
Biscayne NP;01/11/2000;23323
Biscayne NP;01/12/2000;21838
Biscayne NP;01/01/2001;31930
Biscayne NP;01/02/2001;38786
Biscayne NP;01/03/2001;43878
Biscayne NP;01/04/2001;47563
Biscayne NP;01/05/2001;50885
Biscayne NP;01/06/2001;52035
Biscayne NP;01/07/2001;55535
Biscayne NP;01/08/2001;52212
Biscayne NP;01/09/2001;37339
Biscayne NP;01/10/2001;33867
Biscayne NP;01/11/2001;25961
Biscayne NP;01/12/2001;19352
Biscayne NP;01/01/2002;45528
Biscayne NP;01/02/2002;29567
Biscayne NP;01/03/2002;54809
Biscayne NP;01/04/2002;48710
Biscayne NP;01/05/2002;44350
Biscayne NP;01/06/2002;47671
Biscayne NP;01/07/2002;55980
Biscayne NP;01/08/2002;55421
Biscayne NP;01/09/2002;40744
Biscayne NP;01/10/2002;53163
Biscayne NP;01/11/2002;19746
Biscayne NP;01/12/2002;17708
Biscayne NP;01/01/2003;31919
Biscayne NP;01/02/2003;36473
Biscayne NP;01/03/2003;44155
Biscayne NP;01/04/2003;42650
Biscayne NP;01/05/2003;53018
Biscayne NP;01/06/2003;30740
Biscayne NP;01/07/2003;60014
Biscayne NP;01/08/2003;56524
Biscayne NP;01/09/2003;33197
Biscayne NP;01/10/2003;56771
Biscayne NP;01/11/2003;21475
Biscayne NP;01/12/2003;23095
Biscayne NP;01/01/2004;46072
Biscayne NP;01/02/2004;25368
Biscayne NP;01/03/2004;35138
Biscayne NP;01/04/2004;40813
Biscayne NP;01/05/2004;50978
Biscayne NP;01/06/2004;61395
Biscayne NP;01/07/2004;68247
Biscayne NP;01/08/2004;43648
Biscayne NP;01/09/2004;17178
Biscayne NP;01/10/2004;40851
Biscayne NP;01/11/2004;24255
Biscayne NP;01/12/2004;24361
Biscayne NP;01/01/2005;36890
Biscayne NP;01/02/2005;29993
Biscayne NP;01/03/2005;35935
Biscayne NP;01/04/2005;49550
Biscayne NP;01/05/2005;50283
Biscayne NP;01/06/2005;61005
Biscayne NP;01/07/2005;87592
Biscayne NP;01/08/2005;45859
Biscayne NP;01/09/2005;26186
Biscayne NP;01/10/2005;75962
Biscayne NP;01/11/2005;26160
Biscayne NP;01/12/2005;38313
Biscayne NP;01/01/2006;41208
Biscayne NP;01/02/2006;34520
Biscayne NP;01/03/2006;39131
Biscayne NP;01/04/2006;50254
Biscayne NP;01/05/2006;50464
Biscayne NP;01/06/2006;65065
Biscayne NP;01/07/2006;83212
Biscayne NP;01/08/2006;47226
Biscayne NP;01/09/2006;34903
Biscayne NP;01/10/2006;97418
Biscayne NP;01/11/2006;31227
Biscayne NP;01/12/2006;34208
Biscayne NP;01/01/2007;44672
Biscayne NP;01/02/2007;34284
Biscayne NP;01/03/2007;45363
Biscayne NP;01/04/2007;45652
Biscayne NP;01/05/2007;40736
Biscayne NP;01/06/2007;52932
Biscayne NP;01/07/2007;62126
Biscayne NP;01/08/2007;52222
Biscayne NP;01/09/2007;41955
Biscayne NP;01/10/2007;31017
Biscayne NP;01/11/2007;32998
Biscayne NP;01/12/2007;33485
Biscayne NP;01/01/2008;23086
Biscayne NP;01/02/2008;38107
Biscayne NP;01/03/2008;41725
Biscayne NP;01/04/2008;49551
Biscayne NP;01/05/2008;55351
Biscayne NP;01/06/2008;48754
Biscayne NP;01/07/2008;75299
Biscayne NP;01/08/2008;45413
Biscayne NP;01/09/2008;31468
Biscayne NP;01/10/2008;113151
Biscayne NP;01/11/2008;96736
Biscayne NP;01/12/2008;67421
Biscayne NP;01/01/2009;34397
Biscayne NP;01/02/2009;24041
Biscayne NP;01/03/2009;24164
Biscayne NP;01/04/2009;33513
Biscayne NP;01/05/2009;55053
Biscayne NP;01/06/2009;53902
Biscayne NP;01/07/2009;60824
Biscayne NP;01/08/2009;46295
Biscayne NP;01/09/2009;18937
Biscayne NP;01/10/2009;35030
Biscayne NP;01/11/2009;26938
Biscayne NP;01/12/2009;24651
Biscayne NP;01/01/2010;17535
Biscayne NP;01/02/2010;18381
Biscayne NP;01/03/2010;29620
Biscayne NP;01/04/2010;46593
Biscayne NP;01/05/2010;60484
Biscayne NP;01/06/2010;61808
Biscayne NP;01/07/2010;59771
Biscayne NP;01/08/2010;54211
Biscayne NP;01/09/2010;32666
Biscayne NP;01/10/2010;43032
Biscayne NP;01/11/2010;23102
Biscayne NP;01/12/2010;20409
Biscayne NP;01/01/2011;26961
Biscayne NP;01/02/2011;29136
Biscayne NP;01/03/2011;40109
Biscayne NP;01/04/2011;48625
Biscayne NP;01/05/2011;57222
Biscayne NP;01/06/2011;46740
Biscayne NP;01/07/2011;71509
Biscayne NP;01/08/2011;48281
Biscayne NP;01/09/2011;31260
Biscayne NP;01/10/2011;28514
Biscayne NP;01/11/2011;21045
Biscayne NP;01/12/2011;26675
Biscayne NP;01/01/2012;29877
Biscayne NP;01/02/2012;28749
Biscayne NP;01/03/2012;46277
Biscayne NP;01/04/2012;44910
Biscayne NP;01/05/2012;53922
Biscayne NP;01/06/2012;49160
Biscayne NP;01/07/2012;65594
Biscayne NP;01/08/2012;46782
Biscayne NP;01/09/2012;38956
Biscayne NP;01/10/2012;32782
Biscayne NP;01/11/2012;28447
Biscayne NP;01/12/2012;30157
Biscayne NP;01/01/2013;33790
Biscayne NP;01/02/2013;29960
Biscayne NP;01/03/2013;38524
Biscayne NP;01/04/2013;40016
Biscayne NP;01/05/2013;54354
Biscayne NP;01/06/2013;55272
Biscayne NP;01/07/2013;48572
Biscayne NP;01/08/2013;61031
Biscayne NP;01/09/2013;42389
Biscayne NP;01/10/2013;36185
Biscayne NP;01/11/2013;22189
Biscayne NP;01/12/2013;24566
Biscayne NP;01/01/2014;30437
Biscayne NP;01/02/2014;41173
Biscayne NP;01/03/2014;40131
Biscayne NP;01/04/2014;46774
Biscayne NP;01/05/2014;49710
Biscayne NP;01/06/2014;58909
Biscayne NP;01/07/2014;60348
Biscayne NP;01/08/2014;62131
Biscayne NP;01/09/2014;34694
Biscayne NP;01/10/2014;44810
Biscayne NP;01/11/2014;23545
Biscayne NP;01/12/2014;33083
Biscayne NP;01/01/2015;34409
Biscayne NP;01/02/2015;29061
Biscayne NP;01/03/2015;49590
Biscayne NP;01/04/2015;54897
Biscayne NP;01/05/2015;57450
Biscayne NP;01/06/2015;51499
Biscayne NP;01/07/2015;59061
Biscayne NP;01/08/2015;53480
Biscayne NP;01/09/2015;40551
Biscayne NP;01/10/2015;27634
Biscayne NP;01/11/2015;25228
Biscayne NP;01/12/2015;25304
Biscayne NP;01/01/2016;35755
Biscayne NP;01/02/2016;30663
Biscayne NP;01/03/2016;43331
Biscayne NP;01/04/2016;50964
Biscayne NP;01/05/2016;61050
Biscayne NP;01/06/2016;43964
Biscayne NP;01/07/2016;70830
Biscayne NP;01/08/2016;46961
Biscayne NP;01/09/2016;44645
Biscayne NP;01/10/2016;24114
Biscayne NP;01/11/2016;33694
Biscayne NP;01/12/2016;28738
Biscayne NP;01/01/2017;30661
Biscayne NP;01/02/2017;34689
Biscayne NP;01/03/2017;36433
Biscayne NP;01/04/2017;41287
Biscayne NP;01/05/2017;55595
Biscayne NP;01/06/2017;46085
Biscayne NP;01/07/2017;65142
Biscayne NP;01/08/2017;41633
Biscayne NP;01/09/2017;6230
Biscayne NP;01/10/2017;19456
Biscayne NP;01/11/2017;34442
Biscayne NP;01/12/2017;35308
Biscayne NP;01/01/2018;27638
Biscayne NP;01/02/2018;32586
Biscayne NP;01/03/2018;49114
Biscayne NP;01/04/2018;53080
Biscayne NP;01/05/2018;22249
Biscayne NP;01/06/2018;52446
Biscayne NP;01/07/2018;54859
Biscayne NP;01/08/2018;46332
Biscayne NP;01/09/2018;37170
Biscayne NP;01/10/2018;29135
Biscayne NP;01/11/2018;29512
Biscayne NP;01/12/2018;35132
Biscayne NP;01/01/2019;50873
Biscayne NP;01/02/2019;59754
Biscayne NP;01/03/2019;76685
Biscayne NP;01/04/2019;64172
Biscayne NP;01/05/2019;79779
Biscayne NP;01/06/2019;65173
Biscayne NP;01/07/2019;60239
Biscayne NP;01/08/2019;46191
Biscayne NP;01/09/2019;46723
Biscayne NP;01/10/2019;38582
Biscayne NP;01/11/2019;59948
Biscayne NP;01/12/2019;60403
Black Canyon of the Gunnison NP;01/01/1979;1920
Black Canyon of the Gunnison NP;01/02/1979;2846
Black Canyon of the Gunnison NP;01/03/1979;4980
Black Canyon of the Gunnison NP;01/04/1979;6476
Black Canyon of the Gunnison NP;01/05/1979;23145
Black Canyon of the Gunnison NP;01/06/1979;41962
Black Canyon of the Gunnison NP;01/07/1979;44158
Black Canyon of the Gunnison NP;01/08/1979;51759
Black Canyon of the Gunnison NP;01/09/1979;35063
Black Canyon of the Gunnison NP;01/10/1979;14520
Black Canyon of the Gunnison NP;01/11/1979;4723
Black Canyon of the Gunnison NP;01/12/1979;2734
Black Canyon of the Gunnison NP;01/01/1980;2190
Black Canyon of the Gunnison NP;01/02/1980;2809
Black Canyon of the Gunnison NP;01/03/1980;3866
Black Canyon of the Gunnison NP;01/04/1980;7241
Black Canyon of the Gunnison NP;01/05/1980;26190
Black Canyon of the Gunnison NP;01/06/1980;61780
Black Canyon of the Gunnison NP;01/07/1980;79170
Black Canyon of the Gunnison NP;01/08/1980;82583
Black Canyon of the Gunnison NP;01/09/1980;40455
Black Canyon of the Gunnison NP;01/10/1980;20126
Black Canyon of the Gunnison NP;01/11/1980;6596
Black Canyon of the Gunnison NP;01/12/1980;3113
Black Canyon of the Gunnison NP;01/01/1981;4744
Black Canyon of the Gunnison NP;01/02/1981;2967
Black Canyon of the Gunnison NP;01/03/1981;3413
Black Canyon of the Gunnison NP;01/04/1981;10391
Black Canyon of the Gunnison NP;01/05/1981;26787
Black Canyon of the Gunnison NP;01/06/1981;37812
Black Canyon of the Gunnison NP;01/07/1981;56509
Black Canyon of the Gunnison NP;01/08/1981;55879
Black Canyon of the Gunnison NP;01/09/1981;42500
Black Canyon of the Gunnison NP;01/10/1981;16073
Black Canyon of the Gunnison NP;01/11/1981;5141
Black Canyon of the Gunnison NP;01/12/1981;4388
Black Canyon of the Gunnison NP;01/01/1982;2925
Black Canyon of the Gunnison NP;01/02/1982;3795
Black Canyon of the Gunnison NP;01/03/1982;6589
Black Canyon of the Gunnison NP;01/04/1982;6986
Black Canyon of the Gunnison NP;01/05/1982;19114
Black Canyon of the Gunnison NP;01/06/1982;29704
Black Canyon of the Gunnison NP;01/07/1982;46320
Black Canyon of the Gunnison NP;01/08/1982;55898
Black Canyon of the Gunnison NP;01/09/1982;35670
Black Canyon of the Gunnison NP;01/10/1982;11952
Black Canyon of the Gunnison NP;01/11/1982;4249
Black Canyon of the Gunnison NP;01/12/1982;4226
Black Canyon of the Gunnison NP;01/01/1983;3675
Black Canyon of the Gunnison NP;01/02/1983;8250
Black Canyon of the Gunnison NP;01/03/1983;11550
Black Canyon of the Gunnison NP;01/04/1983;7781
Black Canyon of the Gunnison NP;01/05/1983;21893
Black Canyon of the Gunnison NP;01/06/1983;40249
Black Canyon of the Gunnison NP;01/07/1983;71247
Black Canyon of the Gunnison NP;01/08/1983;67744
Black Canyon of the Gunnison NP;01/09/1983;35603
Black Canyon of the Gunnison NP;01/10/1983;14854
Black Canyon of the Gunnison NP;01/11/1983;3972
Black Canyon of the Gunnison NP;01/12/1983;4800
Black Canyon of the Gunnison NP;01/01/1984;3215
Black Canyon of the Gunnison NP;01/02/1984;5625
Black Canyon of the Gunnison NP;01/03/1984;6553
Black Canyon of the Gunnison NP;01/04/1984;8250
Black Canyon of the Gunnison NP;01/05/1984;18750
Black Canyon of the Gunnison NP;01/06/1984;37306
Black Canyon of the Gunnison NP;01/07/1984;60173
Black Canyon of the Gunnison NP;01/08/1984;58658
Black Canyon of the Gunnison NP;01/09/1984;32742
Black Canyon of the Gunnison NP;01/10/1984;13155
Black Canyon of the Gunnison NP;01/11/1984;5160
Black Canyon of the Gunnison NP;01/12/1984;3461
Black Canyon of the Gunnison NP;01/01/1985;2948
Black Canyon of the Gunnison NP;01/02/1985;2569
Black Canyon of the Gunnison NP;01/03/1985;3843
Black Canyon of the Gunnison NP;01/04/1985;7136
Black Canyon of the Gunnison NP;01/05/1985;22253
Black Canyon of the Gunnison NP;01/06/1985;42334
Black Canyon of the Gunnison NP;01/07/1985;64474
Black Canyon of the Gunnison NP;01/08/1985;64108
Black Canyon of the Gunnison NP;01/09/1985;32252
Black Canyon of the Gunnison NP;01/10/1985;16609
Black Canyon of the Gunnison NP;01/11/1985;3788
Black Canyon of the Gunnison NP;01/12/1985;3698
Black Canyon of the Gunnison NP;01/01/1986;2951
Black Canyon of the Gunnison NP;01/02/1986;2798
Black Canyon of the Gunnison NP;01/03/1986;7969
Black Canyon of the Gunnison NP;01/04/1986;6851
Black Canyon of the Gunnison NP;01/05/1986;25733
Black Canyon of the Gunnison NP;01/06/1986;44490
Black Canyon of the Gunnison NP;01/07/1986;69915
Black Canyon of the Gunnison NP;01/08/1986;71906
Black Canyon of the Gunnison NP;01/09/1986;32741
Black Canyon of the Gunnison NP;01/10/1986;15413
Black Canyon of the Gunnison NP;01/11/1986;3801
Black Canyon of the Gunnison NP;01/12/1986;4549
Black Canyon of the Gunnison NP;01/01/1987;2959
Black Canyon of the Gunnison NP;01/02/1987;2573
Black Canyon of the Gunnison NP;01/03/1987;8752
Black Canyon of the Gunnison NP;01/04/1987;7035
Black Canyon of the Gunnison NP;01/05/1987;22763
Black Canyon of the Gunnison NP;01/06/1987;48986
Black Canyon of the Gunnison NP;01/07/1987;65920
Black Canyon of the Gunnison NP;01/08/1987;70313
Black Canyon of the Gunnison NP;01/09/1987;33799
Black Canyon of the Gunnison NP;01/10/1987;15420
Black Canyon of the Gunnison NP;01/11/1987;4403
Black Canyon of the Gunnison NP;01/12/1987;2516
Black Canyon of the Gunnison NP;01/01/1988;2018
Black Canyon of the Gunnison NP;01/02/1988;2980
Black Canyon of the Gunnison NP;01/03/1988;8764
Black Canyon of the Gunnison NP;01/04/1988;7095
Black Canyon of the Gunnison NP;01/05/1988;22879
Black Canyon of the Gunnison NP;01/06/1988;45769
Black Canyon of the Gunnison NP;01/07/1988;61080
Black Canyon of the Gunnison NP;01/08/1988;61159
Black Canyon of the Gunnison NP;01/09/1988;33656
Black Canyon of the Gunnison NP;01/10/1988;16087
Black Canyon of the Gunnison NP;01/11/1988;5182
Black Canyon of the Gunnison NP;01/12/1988;2404
Black Canyon of the Gunnison NP;01/01/1989;2090
Black Canyon of the Gunnison NP;01/02/1989;3045
Black Canyon of the Gunnison NP;01/03/1989;8651
Black Canyon of the Gunnison NP;01/04/1989;7185
Black Canyon of the Gunnison NP;01/05/1989;23921
